City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,saint-girons,42.9167,1.1667,16.24,92,100,1.06,FR,1722658469
294,ilha de mocambique,-15.0342,40.7358,21.41,81,3,5.03,MZ,1722658470
295,lensk,60.7253,114.9278,23.07,30,58,2.86,RU,1722658471
296,san juan de miraflores,-12.1629,-76.9635,15.65,87,25,3.96,PE,1722658472
297,berlin,52.5244,13.4105,16.11,90,0,2.06,DE,1722657906
298,coquimbo,-29.9533,-71.3436,12.85,100,0,2.57,CL,1722657979
299,chonchi,-42.6128,-73.8092,6.73,94,100,2.97,CL,1722657967
300,kushiro,42.975,144.3747,21.28,83,75,4.14,JP,1722658278
301,itoman,26.1247,127.6694,33.21,71,20,5.66,JP,1722658478
302,camenca,48.0319,28.6978,23.01,57,100,2.72,MD,1722658479
303,falmouth,50.1544,-5.0711,16.32,94,100,3.6,GB,1722658481
304,tsiombe,-25.3,45.4833,15.17,87,0,0.42,MG,1722657966
305,wynyard,-41.0,145.7167,12.33,61,100,4.12,AU,1722658483
306,alvesta,56.8993,14.5556,14.69,95,100,0.0,SE,1722658484
307,puerto baquerizo moreno,-0.9,-89.6,19.35,78,84,5.24,EC,1722657732
308,metlili chaamba,32.2667,3.6333,31.05,14,29,4.46,DZ,1722658486
309,road town,18.4167,-64.6167,27.83,79,64,8.62,VG,1722658488
310,camalu,30.85,-116.0667,23.14,81,14,3.23,MX,1722658489
311,kirakira,-10.4544,161.9205,29.07,75,63,4.13,SB,1722658490
312,la'ie,21.6477,-157.9253,27.98,78,95,2.24,US,1722658491
313,isla vista,34.4133,-119.861,28.52,58,0,0.43,US,1722658493
314,meridian,43.6121,-116.3915,32.24,41,0,1.54,US,1722658495
315,nantucket,41.2835,-70.0995,25.03,94,87,6.47,US,1722658496
316,dawson creek,55.7666,-120.2362,16.9,49,100,2.21,CA,1722658498
317,serhetabat,35.2799,62.3438,29.88,21,0,6.32,TM,1722658499
318,conceicao da barra,-18.5933,-39.7322,21.22,91,9,2.3,BR,1722658500
319,tekeli,44.83,78.8239,30.09,26,31,4.16,KZ,1722658501
320,umba,66.6871,34.3429,12.25,73,38,5.44,RU,1722658503
321,gazli,40.1333,63.45,31.09,19,0,8.5,UZ,1722658504
322,mount pearl,47.5166,-52.7813,12.75,94,100,1.79,CA,1722658505
323,mhamid,29.82,-5.72,30.77,9,0,2.2,MA,1722658506
324,brownwood,31.7093,-98.9912,30.0,49,0,2.57,US,1722658508
325,tofol,5.3248,163.0078,30.88,66,75,4.12,FM,1722658509
326,mata-utu,-13.2816,-176.1745,27.33,73,8,6.16,WF,1722658510
327,kapuskasing,49.4169,-82.4331,18.05,65,14,1.59,CA,1722658512
328,island harbour,50.724,-1.2758,19.4,75,93,2.68,GB,1722658514
329,yuzhno-sakhalinsk,46.9581,142.7337,12.79,100,75,6.0,RU,1722658515
330,masalovka,48.4053,40.2706,21.51,36,4,2.18,RU,1722658516
331,magadan,59.5667,150.8,12.82,59,88,1.87,RU,1722658518
332,laguna,38.421,-121.4238,32.1,33,0,2.57,US,1722658519
333,kruisfontein,-34.0033,24.7314,7.08,87,0,2.0,ZA,1722658520
334,dubasari,47.2631,29.1608,23.44,54,100,3.98,MD,1722658521
335,priargunsk,50.3691,119.1012,24.3,41,89,6.27,RU,1722658523
336,tandlianwala,31.0333,73.1333,34.21,54,8,5.32,PK,1722658524
337,pekan,3.4836,103.3996,31.07,63,44,3.16,MY,1722658525
338,yinchuan,38.4681,106.2731,27.62,45,1,2.21,CN,1722658528
339,keren,15.7778,38.4581,19.41,77,99,1.05,ER,1722658529
340,shchuchyn,53.6014,24.7465,14.46,77,100,1.86,BY,1722658530
341,constantia,44.1833,28.65,20.39,68,10,5.72,RO,1722658531
342,konarka,19.9,86.1167,30.65,70,100,5.14,IN,1722658532
343,grand-bourg,15.8835,-61.3148,24.97,72,91,7.84,GP,1722658534
344,isabela,6.7085,121.9711,29.64,69,41,2.15,PH,1722658535
345,kuanda,56.3161,116.0806,22.48,60,95,0.47,RU,1722658536
346,luganville,-15.5333,167.1667,25.05,87,45,5.88,VU,1722658538
347,ugoofaaru,5.6667,73.0,28.51,71,100,3.7,MV,1722658539
348,sieradz,51.5958,18.7302,15.25,92,100,2.03,PL,1722658540
349,zaozersk,69.4005,32.4476,11.61,80,9,3.84,RU,1722658541
350,helena valley west central,46.6629,-112.0604,27.15,36,16,1.79,US,1722658543
351,urangan,-25.3,152.9,18.91,65,5,7.43,AU,1722658544
352,oranjemund,-28.55,16.4333,13.61,43,21,2.51,NA,1722658545
353,twentynine palms,34.1356,-116.0542,35.63,27,18,1.79,US,1722658546
354,bodo,67.28,14.405,16.02,87,40,7.2,NO,1722658547
355,dois vizinhos,-25.7336,-53.0572,14.76,69,0,1.61,BR,1722658549
356,thurso,58.5927,-3.5259,11.59,82,24,2.2,GB,1722658550
357,tual,-5.6667,132.75,25.66,87,41,8.11,ID,1722658551
358,uribia,11.7139,-72.266,28.7,70,0,2.32,CO,1722658553
359,bartlesville,36.7473,-95.9808,25.06,62,0,1.54,US,1722658554
360,hadibu,12.65,54.0333,26.28,78,70,11.94,YE,1722658555
361,marataizes,-21.0433,-40.8244,22.2,79,62,3.57,BR,1722658556
362,livingston,55.9029,-3.5226,10.15,91,0,2.57,GB,1722658558
363,tangalle,6.024,80.7911,31.09,70,100,5.39,LK,1722658559
364,changsha,28.2,112.9667,34.45,55,6,4.49,CN,1722658560
365,minas de marcona,-15.2119,-75.1103,9.82,92,32,5.46,PE,1722658561
366,cockburn town,21.4612,-71.1419,28.21,85,72,9.78,TC,1722658563
367,vadso,70.0744,29.7487,12.49,87,100,6.69,NO,1722658564
368,darwin,-12.4611,130.8418,31.7,35,0,5.36,AU,1722658346
369,langepas,61.2544,75.2124,19.85,93,100,3.44,RU,1722658566
370,anyksciai,55.5256,25.1026,12.78,86,9,1.07,LT,1722658568
371,al manaqil,14.2459,32.9891,25.53,70,100,4.07,SD,1722658569
372,labytnangi,66.6572,66.4183,18.63,69,92,9.97,RU,1722658570
373,obo,5.3998,26.4869,19.24,97,76,1.16,CF,1722658571
374,fontenay-le-comte,46.5833,-1.0,18.8,97,6,2.53,FR,1722658573
375,monte argentario,42.4345,11.1195,23.89,100,42,6.17,IT,1722658574
376,san luis de la loma,17.2706,-100.8939,25.6,89,100,3.02,MX,1722658576
377,ancud,-41.8697,-73.8203,8.4,87,100,7.17,CL,1722658577
378,mahina,-17.5065,-149.489,23.87,64,75,2.06,PF,1722658579
379,wakkanai,45.4094,141.6739,15.99,94,75,8.23,JP,1722658580
380,fortuna,40.5982,-124.1573,17.74,94,100,2.57,US,1722658581
381,targuist,34.9377,-4.3186,20.84,28,0,1.96,MA,1722658582
382,namtsy,62.7161,129.6658,21.74,26,36,2.37,RU,1722658584
383,cyangugu,-2.4846,28.9075,15.4,61,95,0.2,RW,1722658585
384,chunskiy,56.0815,99.6342,23.43,58,3,2.57,RU,1722658586
385,gorom-gorom,14.4439,-0.2361,27.5,69,100,4.78,BF,1722658587
386,mao,39.8885,4.2658,26.31,69,20,8.23,ES,1722658589
387,bouarfa,32.53,-1.95,25.57,26,6,1.67,MA,1722658590
388,weno,7.4515,151.8468,28.97,84,100,4.63,FM,1722658591
389,kaa-khem,51.6833,94.7333,29.14,26,4,1.51,RU,1722658592
390,codrington,-38.2667,141.9667,13.57,57,75,3.49,AU,1722658594
391,queenstown,-31.8976,26.8753,7.16,46,0,2.91,ZA,1722658595
392,smithers,54.7804,-127.1743,18.3,55,97,1.9,CA,1722658505
393,sao francisco de paula,-29.4481,-50.5836,15.94,67,0,4.66,BR,1722658597
394,robore,-18.3333,-59.75,28.4,26,0,5.0,BO,1722658598
395,zambezi,-13.5432,23.1047,12.2,41,0,2.99,ZM,1722658600
396,selfoss,63.9331,-20.9971,9.55,77,52,6.95,IS,1722658601
397,beloyarskiy,63.7119,66.6722,21.51,69,50,2.27,RU,1722658602
398,nagqu,31.5,92.0,8.75,68,99,1.06,CN,1722658604
399,baise city,23.8997,106.6133,29.08,99,95,1.05,CN,1722658605
400,galliano,29.4422,-90.2992,29.0,83,0,0.0,US,1722658606
401,mwene-ditu,-7.0,23.45,18.69,32,9,2.25,CD,1722658607
402,hungerford,51.4151,-1.5156,18.55,91,100,4.54,GB,1722658609
403,alotau,-10.3069,150.4462,23.25,85,100,2.77,PG,1722658610
404,sukuta,13.4103,-16.7082,25.01,88,20,1.54,GM,1722658611
405,gusinoozyorsk,51.2833,106.5,18.39,71,100,2.71,RU,1722658612
406,palangkaraya,-2.2,113.8333,32.54,54,82,1.66,ID,1722658614
407,palmer,42.1584,-72.3287,24.65,79,100,2.06,US,1722658534
408,shihezi,44.3,86.0333,36.31,17,0,0.5,CN,1722658616
409,kargasok,59.0556,80.8572,21.45,70,100,4.74,RU,1722658617
410,praia da vitoria,38.7333,-27.0667,21.53,88,20,1.3,PT,1722658618
411,pedernales,18.0384,-71.744,28.24,72,7,1.41,DO,1722658619
412,mateur,37.0405,9.6656,28.79,75,33,3.04,TN,1722658621
413,rongelap,11.1635,166.8941,28.74,77,12,4.27,MH,1722658414
414,novyy urengoy,66.0833,76.6333,23.33,54,38,5.56,RU,1722658623
415,bhadasar,28.2833,74.3167,30.23,69,41,3.44,IN,1722658624
416,rockport,28.0206,-97.0544,30.03,88,0,2.57,US,1722658625
417,nkwerre,5.7556,7.1063,20.6,98,100,1.35,NG,1722658626
418,hami,42.8,93.45,34.67,14,69,1.62,CN,1722658628
419,richmond,37.5538,-77.4603,23.44,95,75,3.09,US,1722658164
420,thames,-37.1333,175.5333,12.08,66,61,4.33,NZ,1722658631
421,ouro sogui,15.6,-13.3167,29.8,63,73,6.68,SN,1722658633
422,benguela,-12.5763,13.4055,18.87,91,0,1.24,AO,1722658634
423,malango,-2.9627,119.9001,27.66,55,30,2.21,ID,1722658635
424,fada,7.25,4.0667,21.08,99,82,0.79,NG,1722658040
425,gaalkacyo,6.7697,47.4308,23.77,67,61,8.91,SO,1722658637
426,san marcos de colon,13.4333,-86.8,18.53,92,81,1.48,HN,1722658638
427,cold lake,54.4502,-110.2017,15.97,63,20,0.0,CA,1722658640
428,luwuk,-0.9516,122.7875,27.74,66,63,4.16,ID,1722658616
429,yelizovo,53.1873,158.3805,22.08,60,75,4.0,RU,1722658642
430,apache junction,33.4151,-111.5496,38.49,28,0,2.57,US,1722658643
431,anchorage,61.2181,-149.9003,16.03,82,40,3.6,US,1722658169
432,altamira,-3.2033,-52.2064,23.94,63,62,1.1,BR,1722658645
433,griffith,41.5284,-87.4237,23.49,88,0,2.57,US,1722658646
434,camiri,-20.05,-63.5167,17.87,79,0,1.69,BO,1722658648
435,okha,53.5739,142.9478,18.95,49,25,2.51,RU,1722658539
436,acapulco de juarez,16.8634,-99.8901,24.9,94,100,4.12,MX,1722658419
437,kayangel,8.0823,134.7173,28.87,77,99,6.94,PW,1722658651
438,nadym,65.5333,72.5167,22.56,56,47,6.68,RU,1722658652
439,mananjary,-21.2167,48.3333,19.25,73,66,0.83,MG,1722658653
440,zhanaozen,43.3,52.8,27.71,34,94,5.57,KZ,1722658655
441,san pablo villa de mitla,16.9167,-96.4,15.65,89,60,2.68,MX,1722658656
442,conduaga,8.862,117.4893,29.46,71,71,2.54,PH,1722658657
443,sosnogorsk,63.6023,53.8817,18.92,73,100,2.67,RU,1722658658
444,thal,35.4791,72.2439,18.66,86,100,1.49,PK,1722658659
445,moose jaw,50.4001,-105.5344,22.14,60,0,3.6,CA,1722658660
446,nadi,-17.8,177.4167,28.0,69,40,6.69,FJ,1722658662
447,salekhard,66.53,66.6019,18.4,74,90,9.35,RU,1722658663
448,katsuura,35.1333,140.3,27.19,73,37,3.21,JP,1722658664
449,andovoranto,-18.95,49.1,18.72,83,31,1.06,MG,1722658665
450,mora,11.0461,14.1401,24.06,84,100,1.9,CM,1722658666
451,tongliao,43.6125,122.2653,23.85,85,100,1.87,CN,1722658667
452,grantsville,40.5999,-112.4644,29.9,18,100,2.68,US,1722658668
453,agat village,13.3886,144.6585,30.06,81,100,4.12,GU,1722658670
454,boda,4.3189,17.4695,20.71,95,69,1.46,CF,1722658671
455,mejit,10.2753,170.8646,28.43,74,4,2.14,MH,1722658672
456,prince rupert,54.3161,-130.3201,15.83,81,0,4.12,CA,1722658673
457,salmon arm,50.6998,-119.3024,25.62,50,72,0.51,CA,1722658674
458,darabani,48.1833,26.5833,20.12,62,100,4.62,RO,1722658675
459,mooroopna,-36.4,145.35,14.04,54,99,2.13,AU,1722658678
460,juneau,58.3019,-134.4197,14.5,100,100,1.52,US,1722658679
461,lantana,26.5867,-80.052,30.03,82,40,6.17,US,1722658681
462,warrnambool,-38.3833,142.4833,12.84,61,86,4.35,AU,1722658684
463,bechar,31.6167,-2.2167,28.18,10,0,0.0,DZ,1722658685
464,rajapolah,-7.221,108.1896,27.27,69,88,2.35,ID,1722658686
465,usinsk,65.9939,57.5281,18.99,72,86,9.65,RU,1722658687
466,spring creek,40.7266,-115.5859,28.82,16,99,4.56,US,1722658689
467,saint-joseph,-21.3667,55.6167,21.37,78,60,3.45,RE,1722658690
468,vanimo,-2.6741,141.3028,29.07,72,87,4.64,PG,1722658691
469,escarcega,18.6089,-90.7454,23.43,98,61,0.95,MX,1722658692
470,karratha,-20.7377,116.8463,24.37,61,30,2.07,AU,1722658693
471,mount isa,-20.7333,139.5,26.87,29,0,4.12,AU,1722658694
472,nizhniy kuranakh,58.8353,125.4869,19.43,52,50,2.54,RU,1722658697
473,vilyuysk,63.7553,121.6247,20.07,38,73,1.84,RU,1722658698
474,kirsanov,52.6549,42.7224,16.98,69,2,4.47,RU,1722658699
475,byelaazyorsk,52.4731,25.1784,14.96,82,100,2.08,BY,1722658700
476,nizhneangarsk,55.7833,109.55,17.98,59,100,1.62,RU,1722658701
477,tanjung pandan,-2.75,107.65,32.8,53,73,3.47,ID,1722658703
478,vila franca do campo,37.7167,-25.4333,21.23,99,6,1.94,PT,1722658704
479,onega,63.9061,38.1404,15.54,87,47,1.89,RU,1722658705
480,sodra sandby,56.5667,16.6167,16.61,85,19,2.09,SE,1722658706
481,kabanjahe,3.1001,98.4908,24.56,72,82,0.67,ID,1722658707
482,choibalsan,48.0667,114.5,28.07,53,82,5.25,MN,1722658708
483,guerrero,17.6667,-100.0,18.67,96,100,2.37,MX,1722658710
484,zaki biam,7.5167,9.6167,22.41,94,100,2.84,NG,1722658711
485,lethem,3.3803,-59.7968,24.74,83,86,2.54,GY,1722658712
486,susuman,62.7833,148.1667,13.01,39,97,1.87,RU,1722658713
487,beinamar,8.6698,15.3813,21.61,94,100,1.63,TD,1722658714
488,ambalangoda,6.2355,80.0538,28.88,77,77,5.3,LK,1722658715
489,godda,24.8333,87.2167,25.93,91,100,3.81,IN,1722658717
490,impfondo,1.6381,18.0667,22.79,71,26,0.94,CG,1722658718
491,quellon,-43.1167,-73.6167,7.89,87,95,5.3,CL,1722658719
492,vila velha,-20.3297,-40.2925,21.97,97,100,3.6,BR,1722658720
493,muravlenko,63.7898,74.523,22.03,66,80,2.41,RU,1722658721
494,pangody,65.85,74.4859,23.57,50,70,6.99,RU,1722658722
495,curuzu cuatia,-29.7917,-58.0546,23.63,45,2,8.4,AR,1722658724
496,lititz,40.1573,-76.3069,25.53,88,75,2.06,US,1722658472
497,tromso,69.6496,18.957,10.01,100,100,0.51,NO,1722658726
498,kingscliff,-28.2667,153.5667,22.07,60,40,7.2,AU,1722658727
499,rethymno,35.3647,24.4714,37.6,43,0,1.05,GR,1722658638
500,bikenibeu village,1.3673,173.1241,30.98,70,20,3.09,KI,1722658729
501,vuosaari,60.2083,25.1436,16.55,92,40,2.06,FI,1722658731
502,vangaindrano,-23.35,47.6,16.55,87,31,2.05,MG,1722658732
503,zhaotong,27.3167,103.7167,24.88,63,78,1.9,CN,1722658733
504,saynshand,44.8824,110.1163,25.86,39,75,6.67,MN,1722658734
505,beau vallon,-20.4189,57.6953,22.34,94,40,2.57,MU,1722658735
506,tarija,-21.5355,-64.7296,17.66,9,0,3.93,BO,1722658737
507,galle,6.0367,80.217,28.85,84,92,1.34,LK,1722658611
508,sandnessjoen,66.0217,12.6316,11.29,78,81,5.36,NO,1722658422
509,lamu,-2.2717,40.902,24.36,77,46,7.24,KE,1722658742
510,paramonga,-10.6667,-77.8333,16.48,88,18,3.66,PE,1722658743
511,ventspils,57.3894,21.5606,17.96,77,0,2.57,LV,1722658744
512,myeik,12.4333,98.6,27.79,80,100,1.46,MM,1722658745
513,kamiiso,41.8167,140.65,27.21,83,40,2.06,JP,1722658746
514,shimoda,34.6667,138.95,31.2,70,51,3.15,JP,1722658748
515,muang xay,20.7,101.9833,24.44,88,100,1.43,LA,1722658749
516,vicuna mackenna,-33.9197,-64.3922,14.85,35,100,3.66,AR,1722658750
517,cadale,2.7603,46.3222,24.81,84,100,8.85,SO,1722658751
518,quang ngai,15.1167,108.8,34.82,49,41,1.93,VN,1722658752
519,hasaki,35.7333,140.8333,35.16,68,76,3.19,JP,1722658753
520,emerald,-23.5333,148.1667,22.41,26,0,3.74,AU,1722658755
521,igarka,67.4667,86.5833,17.67,77,92,4.86,RU,1722658756
522,bahia de caraquez,-0.6,-80.4167,24.1,89,76,2.93,EC,1722658757
523,xinqing,48.2333,129.5,23.7,55,94,2.72,CN,1722658758
524,baharly,38.4362,57.4316,31.73,22,4,4.08,TM,1722658691
525,merizo village,13.2658,144.6691,29.85,82,100,9.28,GU,1722658761
526,colonia,50.9333,6.95,18.31,88,45,0.86,DE,1722658706
527,al jawf,29.5,38.75,25.4,35,0,3.61,SA,1722658763
528,mount gambier,-37.8333,140.7667,13.87,49,55,3.26,AU,1722658764
529,onguday,50.75,86.15,26.37,42,89,1.21,RU,1722658765
530,zemio,5.0314,25.1361,19.89,97,57,1.04,CF,1722658766
531,as sulayyil,20.4607,45.5779,33.14,25,97,9.17,SA,1722658497
532,chaykovskiy,56.7686,54.1148,16.58,85,72,1.45,RU,1722658769
533,santa vitoria do palmar,-33.5189,-53.3681,18.82,81,48,5.05,BR,1722658770
534,hailey,43.5196,-114.3153,26.07,42,0,2.57,US,1722658771
535,shalqar,47.8333,59.6,27.99,25,94,6.93,KZ,1722658772
536,carnarvon,-24.8667,113.6333,20.51,55,0,6.46,AU,1722658773
537,port lincoln,-34.7333,135.8667,13.53,59,87,3.18,AU,1722658774
538,necochea,-38.5473,-58.7368,14.0,86,100,2.92,AR,1722658776
539,tabou,4.423,-7.3528,23.94,83,100,4.41,CI,1722658777
540,hilo,19.7297,-155.09,26.85,85,100,3.09,US,1722658778
541,arteche,12.2645,125.4048,29.33,82,96,0.18,PH,1722658779
542,newport,51.5877,-2.9984,18.16,93,100,5.13,GB,1722658780
543,mugia,43.1041,-9.2179,13.98,86,1,2.64,ES,1722658781
544,saudarkrokur,65.7461,-19.6394,9.5,86,96,2.0,IS,1722658784
545,sungailiat,-1.85,106.1333,30.56,63,11,6.15,ID,1722658785
546,sergeyevka,53.88,67.4158,20.77,67,11,4.94,KZ,1722658787
547,st ives,50.2086,-5.4875,16.0,78,100,6.15,GB,1722658789
548,sanchazi,42.0817,126.6003,27.87,60,84,2.21,CN,1722658791
549,ocean city,39.2776,-74.5746,26.14,90,98,1.48,US,1722658793
550,kapa'a,22.0752,-159.319,27.18,73,0,3.6,US,1722658794
551,zhanibek,49.4167,46.85,24.23,35,23,2.46,KZ,1722658796
552,katsuren-haebaru,26.3369,127.8719,33.21,63,20,5.14,JP,1722658798
553,kill devil hills,36.0307,-75.676,28.32,88,0,8.23,US,1722658800
554,leninskoye,41.7589,69.3864,31.57,21,0,3.68,KZ,1722658805
555,khorixas,-20.3667,14.9667,15.55,30,0,0.45,NA,1722658806
556,galesong,-5.3166,119.3661,33.01,61,3,2.27,ID,1722658807
557,tommot,58.9564,126.2925,18.76,57,43,3.91,RU,1722658808
558,wenchang,30.904,118.4887,38.05,42,0,2.11,CN,1722658809
559,dzhubga,44.3211,38.7039,22.16,59,0,2.02,RU,1722658626
560,yunguyo,-16.25,-69.0833,3.49,28,0,4.26,PE,1722658812
561,san rafael,-34.6177,-68.3301,10.55,48,75,1.31,AR,1722658813
562,daru,-9.0763,143.2092,24.61,84,95,9.22,PG,1722658814
563,taoyuan city,24.9937,121.297,36.34,55,20,5.14,TW,1722658815
564,buncrana,55.1333,-7.45,9.35,94,49,2.78,IE,1722658816
565,altofonte,38.042,13.2962,28.72,30,68,1.74,IT,1722658818
566,labrador city,52.9463,-66.9114,19.95,73,40,4.12,CA,1722658819
567,las vegas,36.175,-115.1372,36.69,26,0,2.57,US,1722658240
568,sorsk,54.0033,90.2467,22.3,69,66,2.81,RU,1722658821
569,warwick,41.7001,-71.4162,26.07,90,100,3.09,US,1722658796
570,tazacorte,28.629,-17.9293,21.54,78,0,6.69,ES,1722658823
571,tazovsky,67.4667,78.7,16.66,82,85,4.63,RU,1722658825
572,ghanzi,-21.5667,21.7833,15.09,32,0,4.63,BW,1722658826
573,banda aceh,5.5577,95.3222,29.55,69,100,4.32,ID,1722658827
574,dolinsk,47.35,142.8,12.29,98,100,4.98,RU,1722658828
575,puerto cabezas,14.0351,-83.3888,25.15,90,96,2.07,NI,1722658829
576,saint croix,17.7397,-64.7388,27.25,84,0,4.12,VI,1722658830
577,fort wellington,6.4,-57.6,25.95,86,99,2.85,GY,1722658832
578,daventry,52.2569,-1.1607,17.66,91,96,4.79,GB,1722658833
579,hotan,37.0997,79.9269,33.36,24,0,7.63,CN,1722658834
580,lata,40.1629,-8.3327,12.4,98,39,1.54,PT,1722658835
581,gisborne,-38.6533,178.0042,11.12,64,5,4.25,NZ,1722658836
582,silute,55.3489,21.4831,13.19,89,12,1.05,LT,1722658839
583,sogndal,61.2283,7.1003,14.21,100,0,0.0,NO,1722658840
584,campamento,14.55,-86.65,20.39,98,78,0.38,HN,1722658841
585,kristiansund,63.1115,7.732,13.36,89,0,2.06,NO,1722658842
586,auch,43.65,0.5833,14.84,99,15,3.01,FR,1722658844
587,luderitz,-26.6481,15.1594,14.68,43,25,0.77,NA,1722658845
588,garissa,-0.4536,39.6401,22.79,82,89,6.45,KE,1722658846
